titleId,region,primaryTitle,isAdult,startYear,Genre,averageRating,numVotes,nconst,primaryName,primaryProfession,knownForTitles
tt0057535,ES,Blue's Clues: Meet Joe!,0,2002,"Animation,Family,Musical",8.6,5,nm0372002,John Hazen,"sound_department,music_department,composer","tt0373450,tt0801526,tt0418832,tt1226681"
tt0057562,HK,I'm Dying,0,2002,"Drama,Musical",7.1,13,nm0372318,Dottie Healy,actress,"tt0313443,tt0100140,tt0209069,tt0106126"
tt0057569,\N,Lolo's Child,0,2002,"Drama,Musical",8.2,25,nm0372426,Alan Heaps,actor,tt0057261
tt0057578,TR,Il mio umore,0,2000,"Drama,Musical,Short",7.6,8,nm0372475,Ann Hearn,"actress,director,producer","tt0100156,tt0104756,tt0110612,tt0094608"
tt0057594,PT,Romance & Cigarettes,0,2005,"Comedy,Musical,Romance",7.3,216,nm0372671,Katrina Heath,actress,"tt0092239,tt0090474"
tt0057611,BE,Unison,0,2000,"Comedy,Musical",8.2,47,nm0372844,James Hebenstreit,"sound_department,music_department","tt0118747,tt0119229,tt0114168,tt0103239"
tt0057666,XWG,"Mistinguett, la derniÃ¨re revue",0,2001,Musical,7.5,15,nm0373325,Jason Hedley,art_department,"tt6628394,tt1964418,tt0831387,tt1535108"
tt0057679,\N,"La pÃ©richole, la chanteuse et le dictateur",0,2000,"Comedy,Music,Musical",9.3,14,nm0373392,Nick Hedstrom,actor,tt0140761
tt0057681,SE,The Rockstar Inside,0,2003,"Comedy,Drama,Musical",7.1,12,nm0373404,Wilhelm HedstrÃ¶m,actor,tt0118579
tt0057687,PT,Violet,0,2002,"Fantasy,Musical,Romance",6,6,nm0373497,Astrid Heeren,actress,"tt0064137,tt0063688,tt0070694"
tt0057694,HU,RÃ­ RÃ¡,0,2002,"Comedy,Musical",7.5,24,nm0373610,Eric Heffron,"assistant_director,producer,director","tt0371746,tt2649554,tt8629748,tt1440129"
tt0057714,BG,Castanho,0,2002,"Musical,Short",7.6,51,nm0373770,Alec Heggie,actor,"tt0078665,tt0397778,tt0427325,tt0431213"
tt0057720,RS,Dual,0,2002,"Comedy,Musical,Short",6.8,152,nm0373828,Albert Hehn,actor,"tt0159500,tt0061289,tt0040434,tt0161005"
tt0057783,\N,The Mikado,0,2001,"Comedy,Musical",7,22,nm0374184,Jesper Heilskov,,tt0107781
tt0057812,US,Smokey Joe's Cafe: The Songs of Leiber and Stoller,0,2002,Musical,7.1,7,nm0374398,Erik Heinila,camera_department,"tt0481452,tt0389635,tt0107007,tt0409572"
tt0057816,DDDE,Sound Affects,0,2000,Musical,8.3,20,nm0374437,Matti Heino,actor,"tt0110832,tt0158692"
tt0057831,\N,El arca de Caramelito,0,2003,"Family,Musical",6.4,5,nm0374556,'Seedy' Heinz,actor,tt0099935
tt0057831,NO,Back Home,0,2000,"Drama,Family,Musical",6.2,5,nm0374557,Albert Heinze,actor,tt0038823
tt0057933,\N,Blessing,0,2000,"Fantasy,Musical,Short",7.5,23,nm0375498,Peter Hellman,actor,"tt0073965,tt0060009,tt0062572,tt0055666"
tt0057983,DDDE,Vivo cantando,0,2003,"Game-Show,Musical",8.2,52,nm0375981,Hans van Hemert,"composer,soundtrack,music_department","tt0144722,tt1309397,tt0069772,tt0192941"
tt0057986,CA,Amahl and the Night Visitors,0,2002,Musical,7.9,51,nm0376015,Helen Hemingway,actress,"tt0082201,tt0129685,tt0070973,tt0078067"
tt0058019,DE,Os Paralamas do Sucesso - Longo Caminho,0,2002,Musical,7.9,7,nm0376358,Byron Henderson,"actor,miscellaneous","tt0166375,tt0255325,tt0120841,tt0301614"
tt0058026,US,Sadanandante Samayam,0,2003,"Musical,Romance",5.4,5,nm0376416,Duncan Henderson,"producer,assistant_director,production_manager","tt1483013,tt0097165,tt0241527,tt0311113"
tt0058089,PL,Interesting Men,0,2003,"Drama,Musical",8.9,728,nm0376851,Nienke Hendriks,camera_department,"tt0102597,tt0102272,tt0104940,tt0096862"
tt0058149,BR,How 'bout This,0,2003,"Comedy,Musical,Short",7.5,6,nm0377514,Paul Henri,actor,"tt0098467,tt0094510,tt0102331"
tt0058153,PT,Little Girl with Blue Eyes,0,2002,"Adventure,Animation,Musical",7,7,nm0377619,Jim Henrikson,"music_department,editor,sound_department","tt0472043,tt0268978,tt0120338,tt0499549"
tt0058174,\N,Something More,0,2003,"Comedy,Musical,Short",6.9,9,nm0377860,Jan Henry,miscellaneous,"tt0055151,tt0052637"
tt0058182,DK,"L'ultima rÃ©cital, les adieux irrÃ©vocables",0,2003,Musical,9,52,nm0377939,Maxwell O. Henry,"assistant_director,production_manager,art_department","tt0047704,tt0040835,tt0040175,tt0057200"
tt0058231,FR,Gretchen Brettschneider Skirts Thirty,0,2003,"Comedy,Family,Musical",7.1,11,nm0378411,John Hepworth,"editor,writer,assistant_director","tt0300556,tt8383642,tt8450014,tt0285047"
tt0058245,\N,To Be a Star,0,2003,"Comedy,Drama,Musical",7.1,23,nm0378538,Emmanuel Herbert,,tt0082979
tt0058266,AT,Storyboard in A Major,0,2003,"Musical,Short",7.7,133,nm0378783,Iva HercÃ­kovÃ¡,"writer,actress","tt0969313,tt0176132,tt0309745,tt0122654"
tt0058323,ES,Jack Paradise (Les nuits de MontrÃ©al),0,2004,Musical,8.1,65,nm0379333,Anette Hermansen,make_up_department,tt0136535
tt0058331,HU,Munna Bhai M.B.B.S.,0,2003,"Comedy,Drama,Musical",7.3,13,nm0379440,Luis Hermosilla,actor,tt0115081
tt0058333,IT,Preaching to the Choir,0,2005,"Comedy,Drama,Musical",7.6,11,nm0379477,Willie Hernadez,actor,tt0097119
tt0058388,PL,Verano 3,0,2003,"Comedy,Musical",6.8,52,nm0380070,Mauricio HernÃ¡ndez,"sound_department,writer,editorial_department","tt0259442,tt0280490,tt0255909,tt0034970"
tt0058429,FR,Kaadhal Konden,0,2003,"Drama,Musical,Thriller",7.6,282,nm0380461,LÃ¡zara Herrera,"producer,miscellaneous","tt0830843,tt0797020,tt0818613,tt0780109"
tt0058437,GB,Meant to Be,0,2003,"Drama,Musical,Romance",7,37,nm0380542,David Herrero,miscellaneous,tt0111923
tt0058439,IE,New,0,2004,"Comedy,Drama,Musical",7.8,20,nm0380586,Rick Herres,camera_department,"tt0295178,tt0116922,tt0166924,tt0120338"
tt0058450,ES,Pretty Dead Girl,0,2004,"Comedy,Musical,Romance",6.6,15,nm0380673,Robert Herring,camera_department,"tt0157000,tt0212742,tt0100763,tt0117533"
tt0058450,\N,Princess Ida,0,2003,"Comedy,Musical,Romance",7.5,15,nm0380674,Sara Noel Herring,actress,tt0101523
tt0058461,CZ,Turandot,0,2002,"Music,Musical",6.8,18,nm0380864,Ed Herschlar,actor,tt0102059
tt0058500,DK,DesafÃ­o de estrellas,0,2003,Musical,7.5,8,nm0381174,Anne-Sophie Hervieux,"assistant_director,costume_department","tt0117023,tt1258141,tt0216499,tt8548830"
tt0058576,SE,Trust,0,2004,"Action,Drama,Musical",7.8,1749,nm0381959,Asoka Hewavitharna,actress,tt0169881
tt0058580,IT,This Is the Song You Need,0,2004,"Comedy,Drama,Musical",2.8,22,nm0381974,Colleen Hewett,"actress,soundtrack","tt0108885,tt0289031,tt1650056,tt0076945"
tt0058610,\N,Casual Friday,0,2003,"Musical,Romance,Sci-Fi",8.3,10,nm0382232,Norman Heyes,actor,"tt0990935,tt1646046,tt0056141"
tt0058655,IT,H.M.S. Pinafore,0,2003,Musical,8.6,495,nm0382656,Patrick Hickey,actor,"tt0249146,tt0315806,tt0485511"
tt0058682,CN,Little Longnose,0,2003,"Animation,Fantasy,Musical",8.1,17,nm0382918,Michael Hicks,"art_department,set_decorator,camera_department","tt0420192,tt0116320,tt0097489,tt0101921"
tt0058737,XWG,Surrendering in a Champion's World,0,2003,"Musical,Short",3.6,14,nm0383512,Yolanda Higgins,actress,tt0199725
tt0058778,US,Greendale,0,2003,"Drama,Musical",7.7,83,nm0383997,Stephanie von Haller,make_up_department,"tt0187696,tt0126765,tt0207198,tt0222096"
tt0058784,\N,The Jungle Book: Rhythm 'n Groove,0,2001,Musical,7.8,138,nm0384028,Alison Hill,miscellaneous,"tt0107180,tt0104910,tt0105616,tt0198254"
tt0058855,US,Jack,0,2003,"Fantasy,Horror,Musical",8.8,2311,nm0384537,Murry Hill,actor,tt0089377
tt0058917,IT,Fairies,0,2003,"Drama,Musical,Short",9.3,7,nm0385075,Rebecca Hillman,writer,tt0197442
tt0058953,CO,"Tango, un giro extraÃ±o",0,2005,"Documentary,Musical",8.4,7,nm0385472,Philip Hinchcliffe,"producer,script_department,writer","tt0099698,tt0096814,tt0056751,tt0473370"
tt0058965,DDDE,Xuxa SÃ³ Para Baixinhos 4,0,2003,"Family,Fantasy,Musical",6,10,nm0385550,Mark W. Hindle,"camera_department,miscellaneous","tt0800080,tt0988047,tt0861689,tt0489099"
tt0058976,JP,Fahrenheit,0,2003,"Documentary,Musical",6.6,34,nm0385620,Josef Hiner,actor,tt0171841
tt0058991,BR,Chupke Se,0,2003,"Comedy,Musical,Romance",7.3,43,nm0385830,Skip Hinnant,"actor,soundtrack","tt0071913,tt0075971,tt0066651,tt0068612"
tt0059000,IT,Fist Power,0,2002,"Musical,Short",7.8,98,nm0385934,Jacques Hinstin,"producer,actor","tt0162555,tt0216787,tt0256103,tt0112410"
tt0059026,FI,Market,0,2003,"Drama,Musical",6.6,34,nm0386156,Susan Hippen,"writer,director,producer","tt1355587,tt1582223,tt1712212,tt2752288"
tt0059045,\N,Stubbs and Roger's Big 3D Adventure,0,2002,"Animation,Musical,Short",5.6,7,nm0386378,ShÃ»ichi Hirokawa,"director,art_department,assistant_director","tt0377231,tt1833428,tt0295667,tt0088028"
tt0059113,UY,She Is Dead,0,2002,"Musical,Short",7.5,24,nm0387056,Erick M. Hjemik,costume_department,"tt0073903,tt0065063"
tt0059168,XWW,Meerayude Dukhavum Muthuvinte Swapnavum,0,2003,"Drama,Musical",7.1,110,nm0387626,Robert Hobbs,actor,"tt0028672,tt0030649,tt0030121,tt0029990"
tt0059183,FI,Sense of Gravity,0,2003,"Musical,Short",8.6,11,nm0387755,William Hobson,actor,tt0067705
tt0059245,HU,Passionens vindue,0,2003,"Animation,Musical,Short",3.8,16,nm0388358,Suzanne Hodson,"art_department,set_decorator","tt0446029,tt3148266,tt1129445,tt1132290"
tt0059250,DE,Strawberry Shortcake: Meet Strawberry Shortcake,0,2003,"Animation,Family,Musical",7,6,nm0388440,JÃ¶rg HÃ¶hne,"sound_department,producer","tt0841044,tt2402579,tt3109828,tt0461694"
tt0059268,US,Amelia,0,2003,"Drama,Musical",2.8,8,nm0388630,Steven Jay Hoey,"miscellaneous,actor,composer","tt0896084,tt0093763,tt0087476"
tt0059284,\N,Confessions of a Thug,0,2005,"Crime,Musical",6.7,21,nm0388799,Aimee Hoffman,miscellaneous,tt0104376
tt0059290,US,The Good Book,0,2003,"Musical,Short",6.8,5,nm0388828,Bob Hoffman,actor,"tt0065329,tt0053525,tt0058822,tt0056741"
tt0059309,ES,Pornography: The Musical,0,2003,"Documentary,Musical",7.9,66,nm0389035,Morris Hoffman,"set_decorator,art_department","tt0051744,tt0048552,tt0071230,tt0053169"
tt0059314,TW,Samurai,0,2002,"Action,Drama,Musical",7.2,6,nm0389073,Robert Hoffmann,"actor,miscellaneous","tt0063725,tt0057846,tt0063174,tt0066761"
tt0059391,\N,The Music Man,0,2007,"Drama,Musical,Romance",7.6,1464,nm0389811,Katjas Hohensinn,actress,"tt0074290,tt0078018"
tt0059431,US,The Dr. Jekyll & Mr. Hyde Rock 'n Roll Musical,0,2003,"Comedy,Horror,Musical",6.1,7,nm0390215,Joyce Holden,actress,"tt0041024,tt0042123,tt0046210,tt0042733"
tt0059444,US,How to Let Girls Love You,0,2003,"Comedy,Musical,Romance",8.1,8,nm0390338,Paul Holderbaum,"music_department,composer","tt0093225,tt2148082,tt0093164"
tt0059451,GB,Me: The Musical,0,2003,"Musical,Short",6.8,12,nm0390416,Jim Hole,special_effects,"tt0076504,tt0060121,tt0056377,tt0049513"
tt0059461,GB,Red Riding Hood,0,2006,"Adventure,Family,Musical",7,16,nm0390544,Joaquin Holiman,"miscellaneous,editorial_department,writer","tt0398675,tt0228878,tt1425241,tt0103520"
tt0059549,BR,Terkel in Trouble,0,2004,"Animation,Comedy,Musical",7.7,7,nm0391400,Ellen Holly,actress,"tt0094484,tt0096054,tt0088612,tt0053331"
tt0059573,UY,Annie Brocoli dans les fonds marins,0,2003,"Comedy,Family,Musical",8.7,11,nm0391614,Heidy Holman,actor,tt0246870
tt0059600,PT,Jutland Dreams,0,2006,Musical,8.5,483,nm0391923,Leland Holmes,actor,tt0077224
tt0059616,FI,Nerves of Steel,0,2003,"Musical,Short",8.8,6,nm0392037,Salty Holmes,"actor,soundtrack","tt0027331,tt0037239,tt0028582"
tt0059643,GB,Ama la academia,0,2003,"Drama,Musical",7.2,531,nm0392326,Peter Holst,"actor,writer,location_management","tt0103461,tt0220261,tt7718636,tt1731970"
tt0059648,BE,"Abrazos, tango en Buenos Aires",0,2003,"Documentary,Musical",8.2,6,nm0392423,Felix Holt,writer,"tt0048248,tt0041038,tt0047780"
tt0059684,BR,Kylie Minogue: Love at First Sight,0,2002,"Music,Musical,Sci-Fi",7,651,nm0392816,Thomas Holzhauser,production_manager,"tt0806910,tt0091076,tt0114762,tt0089772"
tt0059686,GR,Libiomfi,0,2003,"Drama,Musical",7.4,17,nm0392829,Richard Holzle,actor,tt0111543
tt0059702,SUHH,Oedipus Rex,0,2000,"Documentary,Musical,Short",4.9,34,nm0392929,David Homcy,"camera_department,cinematographer,director","tt0800039,tt1440129,tt0411008,tt0246460"
tt0059742,AU,Biarkan Bintang Menari,0,2003,"Drama,Musical",7.8,12,nm0393409,Martin Honsel,actor,"tt0420650,tt0841116,tt0167795,tt0114620"
tt0059796,FI,Pantomimus,0,2003,"Comedy,Musical,Short",5.4,5,nm0393904,Kym Hoover,actress,tt0283251
tt0059825,PT,Don Darvelio's Secret,0,2003,"Family,Fantasy,Musical",6.9,9,nm0394236,Mary Hopkins,actress,"tt0080784,tt0086013"
tt0059825,BR,Clap!... El lugar de tus sueÃ±os,0,2003,"Drama,Musical,Romance",5,6,nm0394266,Robert Hopkins,"assistant_director,director","tt0052512,tt0185797,tt0270843,tt0065294"
tt0059852,IT,Chess,0,2003,Musical,8.4,5,nm0394524,Charles Horan,"actor,writer,director","tt0194448,tt0012414,tt0166360,tt0011434"
tt0059875,BR,La gran mentira del rock'n'roll,0,2002,"Comedy,Musical",8,22,nm0394740,PÃ©ter Horkay,actor,"tt1453159,tt0411477,tt0111953,tt0149531"
tt0059892,RS,Logic of the Birds,0,2002,Musical,6.1,2708,nm0394870,Lanny Horn,"writer,actor,producer","tt0108154,tt0129687,tt0108949,tt0097335"
tt0059903,LT,The Nick at Nite Holiday Special,0,2003,"Comedy,Musical",3.4,7,nm0394985,Ove Hornby,miscellaneous,tt0089803
tt0059958,ES,Tv.gasten,0,2003,Musical,8.8,14,nm0395485,Tricia Horst,actress,"tt0087735,tt0085093"
tt0059977,DE,La belle et la toute petite bÃªte,0,2003,"Comedy,Fantasy,Musical",8.2,220,nm0395602,Jack Horton,"cinematographer,camera_department","tt0347335,tt0056241"
tt0060028,MX,Isabella Rico,0,2002,"Musical,Short",9.4,4353,nm0395956,Yoshiko Hoshida,"director,producer","tt1736317,tt0923330,tt2167041,tt0307773"
tt0060050,PL,Sandy & Junior Quatro EstaÃ§Ãµes,0,2000,Musical,4.8,6,nm0396158,Phillip Hostak,actor,tt0102943
tt0060114,FR,Have a Little Faith,0,2003,Musical,7.7,46,nm0396813,David Houston,"soundtrack,actor","tt0050230,tt0048902,tt0061522,tt0059190"
tt0060132,JP,Live,0,2004,Musical,4.5,15,nm0397076,Neville How,production_manager,"tt0112230,tt0108804,tt0110729"
tt0060176,MX,Silver Scream,0,2003,"Comedy,Horror,Musical",8.1,89,nm0397522,Nona Howard,miscellaneous,tt0213958
tt0060209,MX,Chaos,0,2002,"Musical,Short",7.8,6,nm0397899,Tamara Howe,"production_manager,producer","tt0776749,tt2902472,tt1642302,tt0117250"
tt0060268,IT,Pecan Pie,0,2003,"Comedy,Musical,Short",3.9,10,nm0398357,Bjarne Hoyer,"composer,soundtrack","tt0125401,tt0126555,tt0826760,tt0040461"
tt0060305,DK,Viva,0,2007,"Comedy,Drama,Musical",3.9,7,nm0398741,Judo Hsia,"production_manager,producer","tt0197299,tt0118944,tt0137180"
tt0060429,HU,Bin Can Can,0,2002,"Animation,Musical,Short",7.9,17,nm0399882,Julian Hudson,actor,"tt0398561,tt1046665,tt0200095,tt0165592"
tt0060437,GR,Itse valtiaat - Kuningasmusikaali,0,2003,"Animation,Comedy,Musical",7,6,nm0399956,Rod Hudson,"miscellaneous,actor","tt0138989,tt0176357"
tt0060440,JP,The Producers,0,2005,"Comedy,Musical",5,53157,nm0400029,Jessica Huebner,"make_up_department,visual_effects,music_department","tt0268126,tt0118928,tt0256380,tt0119707"
tt0060490,RO,Paco y Veva,0,2004,"Comedy,Musical,Romance",5.7,30,nm0400687,Jim Hughes,transportation_department,"tt0095993,tt0063850"
tt0060515,XWW,Hum Pyar Tumhi Se Kar Baithe,0,2002,"Musical,Romance",7.2,12,nm0400861,Peter Hughes,actor,"tt0161148,tt0116250,tt0077007,tt0054518"
tt0060522,FR,Ma vie en cinÃ©mascope,0,2004,"Biography,Drama,Musical",5.5,1670,nm0400919,Sandra J. Hughes,actress,"tt0087091,tt6207984"
tt0060564,FI,Busted: Christmas for Everyone,0,2003,"Adventure,Comedy,Musical",7.3,63,nm0401340,Oda Huld,"actress,miscellaneous","tt0125070,tt0037355"
tt0060581,DK,Kisna: The Warrior Poet,0,2005,"Drama,History,Musical",8.4,101,nm0401519,John Hulme,"director,writer,producer","tt7334568,tt0116446,tt0462586,tt8647342"
tt0060652,PL,Audition Tape,0,2003,"Comedy,Musical,Short",5.6,5376,nm0402169,Don Hunerberg,"music_department,composer,sound_department","tt1485032,tt0086560,tt0095497,tt1320101"
tt0060673,GB,Mulit,0,2003,"Musical,Short",6.8,53,nm0402402,Daniel Hunt,sound_department,tt0081107
tt0060681,\N,Santo Domingo Blues: Los Tigueres de la Bachata,0,2004,"Documentary,Musical",7.8,18,nm0402484,Jamie Hunt,camera_department,"tt1131729,tt1707386,tt0810819,tt0360201"
tt0060709,\N,Gran musical,0,2003,Musical,6.3,109,nm0402659,Tony Hunt,art_department,"tt0079482,tt0090807,tt0089530,tt0091067"
tt0060806,FI,After the Fox,0,2000,"Musical,Short",3.9,10,nm0403565,John Hursh,actor,tt0190604
tt0060880,XWG,Meier Marilyn,0,2003,"Comedy,Musical",2.2,44,nm0404268,Dickie Hutchins,actor,tt0024032
tt0060916,IT,Timeless,0,2002,"Musical,Short",6.7,41,nm0404698,Terry Huud,"composer,music_department,special_effects","tt3097882,tt1161457,tt0100666,tt0317042"
tt0060948,XWG,Vox pop,0,2003,Musical,6.6,13,nm0404996,Kimberly Hyde,actress,"tt0070944,tt0237153,tt0071517,tt0067328"
tt0060958,ES,Alive,0,2004,"Comedy,Drama,Musical",3.6,4082,nm0405094,Michael Hyland,actor,"tt1082868,tt1010271,tt6040674,tt1067106"
tt0061014,TR,Kaun Hai Jo Sapno Mein Aaya,0,2004,Musical,7.7,9,nm0405516,Olli HÃ¤mÃ¤lÃ¤inen,"writer,composer,director","tt0044731,tt0045348,tt1449786,tt0139715"
tt0061020,RO,Mendy - Das Wusical,0,2003,"Comedy,Musical",7.9,8,nm0405597,Leena HÃ¤rmÃ¤,writer,"tt0134029,tt0133267"
tt0061056,\N,Bollywood Lounge,0,2002,Musical,8,59,nm0405937,Heinz HÃ¶lscher,"cinematographer,camera_department,actor","tt0089092,tt0059545,tt0051837,tt0051965"
tt0061056,\N,Bollywood Tonight,0,2002,Musical,7.6,51,nm0405938,Luise HÃ¶lscher,cinematographer,tt0140381
tt0061057,AR,Los Buenos dÃ­as de HTV,0,2001,Musical,7.8,44,nm0405941,Bernd HÃ¶ltz,"actor,production_manager,sound_department","tt0060653,tt0060063,tt0064129,tt0065801"
tt0061057,\N,Daud,0,2002,Musical,7.3,62,nm0405951,Oliver HÃ¶nig,"production_manager,miscellaneous,producer","tt0430097,tt0806910,tt2064867,tt4227516"
tt0061059,SUHH,Exposure,0,2002,Musical,7.4,61,nm0405960,Wolfgang HÃ¶per,actor,"tt0096689,tt0083463,tt1669695,tt1514823"
tt0061060,US,Film Topper: 301 Series,0,2000,Musical,7.3,48,nm0405963,Hedi HÃ¶pfner,actress,"tt0030103,tt0029968,tt0025026,tt0251192"
tt0061060,\N,Garam,0,2002,Musical,8.2,51,nm0405965,Mirko HÃ¶pfner,sound_department,"tt1198189,tt4226388,tt1401152,tt5753856"
tt0061061,PL,Hit Filmein Hit Sangeet - 20 M,0,2000,Musical,8.4,61,nm0405972,Stefan HÃ¶rberg,actor,tt0150662
tt0061067,CH,Radio Bandh,0,2000,Musical,7.2,30,nm0406013,Erich HÃ¶rtnagl,"production_manager,director,writer","tt0114121,tt0408199,tt0320256,tt0806910"
tt0061071,GB,[V] Smash Hits,0,2000,Musical,4.5,1296,nm0406042,Marianne HÃ¸gsbro,actress,"tt0378215,tt0220261,tt6916362,tt0128007"
tt0061136,AR,Taboo,0,2003,Musical,8.4,26,nm0406801,HervÃ© Icovic,"actor,sound_department,director","tt1657507,tt0903627,tt1714915,tt0483476"
tt0061217,\N,Suno Sasurjee,0,2004,"Action,Comedy,Musical",7.2,23,nm0407622,Frank Iles,camera_department,tt0117612
tt0061275,US,La decada furiosa,0,2003,Musical,7.4,127,nm0407979,Nikolay Ilyushin,"special_effects,visual_effects,camera_department","tt0053103,tt0312732,tt0186891,tt0410431"
tt0061352,\N,Rent-a-Person,0,2004,"Comedy,Musical,Romance",7.2,5,nm0408480,Annabella Incontrera,actress,"tt0069186,tt0062657,tt0271898,tt0064045"
tt0061391,AU,Alison Krauss & Union Station Live,0,2003,Musical,9,2469,nm0408889,Dave Inglish,miscellaneous,"tt0110357,tt0084827,tt0103639,tt0114148"
tt0061405,BG,The Electric Heartbreaker,0,2000,"Comedy,Music,Musical",9.1,27,nm0409070,Guido Inguanzo,actor,tt0097028
tt0061420,CO,Moby 18,0,2003,Musical,7.8,9,nm0409300,Mike Y. Inoue,producer,"tt0100998,tt0101991"
tt0061584,CA,Broadway on Broadway,0,2000,Musical,6.9,56,nm0410914,Hikari Ishida,actress,"tt0104394,tt0103636,tt0101930,tt0143332"
tt0061653,PT,7:35 in the Morning,0,2003,"Musical,Short",7.1,58,nm0411627,Silvia Italiano,actress,tt0117069
tt0061667,FI,A Christmas Carol: The Musical,0,2004,"Drama,Fantasy,Musical",4.5,21,nm0411781,KÃ´ichi ItÃ´,sound_department,"tt0367151,tt0204750,tt0119753,tt0349701"
tt0061669,RO,Cuando los santos vienen marchando,0,2004,"Documentary,Musical",8.2,22,nm0411809,Olaf Ittenbach,"special_effects,actor,director","tt0355473,tt3836666,tt0383222,tt0297780"
tt0061670,PL,Detonate,0,2004,"Musical,Short",6,5,nm0411838,Pedro Iturralde,"composer,music_department,soundtrack","tt0083813,tt0090259,tt0060683,tt0060792"
tt0061696,SE,Joker,0,2000,"Comedy,Drama,Musical",7.3,34,nm0412019,Aleksandr Ivanov-Sukharevsky,"actor,director","tt0307068,tt2524998,tt0196136,tt2076274"
tt0061722,PT,Pure Pleasure 3D,0,2004,Musical,5.7,7,nm0412266,Cecilia Iversen,art_department,"tt0091670,tt0083922,tt1139797,tt0382330"
tt0061728,US,Symphony,0,2004,"Drama,Musical,Romance",7.7,40,nm0412362,Slobodan Ivetic,"assistant_director,actor,casting_department","tt1372686,tt0180720,tt0844286,tt0096968"
tt0061799,US,In Search of the Partridge Family,0,2004,"Documentary,Musical",8.2,6,nm0413240,JosÃ© Jackson VeyÃ¡n,writer,"tt0014104,tt0001239,tt0014954,tt0015680"
tt0061810,SUHH,Sweeney Todd: The Demon Barber of Fleet Street,0,2007,"Drama,Horror,Musical",7.3,95,nm0413391,Craig Jackson,"actor,producer,director","tt0108757,tt7365330,tt0080895,tt0177991"
tt0061811,DE,Underneath Acoustic Live,0,2004,Musical,7.9,7,nm0413448,Desreta Jackson,"actress,producer","tt0105417,tt0096648,tt0093537,tt0088939"
tt0061852,RU,Skymaster,0,2006,"Family,Musical",8.3,805,nm0413850,Maynard Jackson,actor,"tt0113254,tt0077038,tt0076106,tt0256408"
tt0061870,\N,I Will Survive,0,2004,"Comedy,Drama,Musical",6.2,5,nm0414074,T.F. Jackson,cinematographer,tt0016237
tt0061883,\N,Marilyn Hotchkiss' Ballroom Dancing & Charm School,0,2005,"Comedy,Drama,Musical",5.3,27,nm0414215,Katerina Jacob,actress,"tt0080816,tt0115122,tt0069624,tt0280305"
tt0061884,HU,Masikip sa dibdib: The Boobita Rose Story,0,2004,"Comedy,Musical",6.3,6,nm0414219,Luis Miguel Jacob,actor,tt0074636
tt0061981,FI,Vale la pena,0,2001,"Comedy,Family,Musical",7.2,5,nm0414839,Glenn Jacobson,"actor,art_department,camera_department","tt0084825,tt0104855,tt0194635,tt0448874"
tt0061989,FI,Annie B.,0,2004,"Comedy,Musical",7.9,51,nm0414905,Paul L. Jacobson,"writer,producer",tt0058548
tt0062029,BR,A Fine Romance,0,2004,"Musical,Short",8.1,136,nm0415179,Serge Jacques,"art_director,art_department","tt0094056,tt0097607,tt0114228"
tt0062035,US,Burning Dreams,0,2003,"Documentary,Drama,Musical",8.8,6,nm0415222,Ricardo A. Jacquez,"camera_department,miscellaneous","tt0324865,tt0332720,tt0115956,tt0144142"
tt0062055,JP,Leonard Bernstein: Candide,0,2003,"Music,Musical",8.5,94,nm0415436,Dale Jaffe,"assistant_director,editorial_department,production_manager","tt0117288,tt0115604"
tt0062065,IT,Mama no te lo pierdas!,0,2003,Musical,7.9,36,nm0415520,Christopher Jaffray,actor,tt0134178
tt0062089,\N,RomÃ©o & Juliette: De la haine Ã  l'amour,0,2002,"Drama,Musical,Romance",7.5,13,nm0415777,Ka-Yan Leung,"actor,director,stunts","tt0108663,tt0088418,tt0080166,tt1258972"
tt0062106,FR,SomlÃ³i galuska,0,2002,"Comedy,Musical,Romance",7.1,77,nm0415893,Lutfi Jakfar,actress,tt0097810
tt0062157,VE,El asesino de la televisiÃ³n,0,2004,"Animation,Musical,Short",7.4,25,nm0416401,David James,"producer,miscellaneous","tt0114365,tt0127153,tt0117265,tt0113711"
tt0062174,BR,Flaming Pussy: Do You Know That Bad Girls Go to Hell?,0,2004,"Animation,Horror,Musical",8.4,13,nm0416567,Idell James,"actress,casting_department,casting_director","tt0447205,tt0058213,tt6788904,tt0338111"
tt0062229,RS,Push the Button,0,2004,"Animation,Musical,Short",7.7,9,nm0417086,Jack Jamet,actor,tt0092736
tt0062241,DE,Jonny McGovern: Soccer Practice,0,2003,"Comedy,Music,Musical",6.5,40,nm0417194,L. Murray Jamison,art_department,tt0098330
tt0062338,HU,Buscando a Reynols,0,2004,"Documentary,Musical",7.7,59,nm0417872,Barbara Janosa,"stunts,location_management,miscellaneous","tt0127917,tt0115062,tt0124349"
tt0062429,GB,Workout with a Knockout,0,2004,Musical,5.4,36,nm0418863,JosÃ© Jarque,actor,tt0252996
tt0062473,FI,The Fathers of Rock 'n Roll,0,2004,Musical,6.9,206,nm0419385,Jean-Pierre Jaubert,"actor,writer,soundtrack","tt0177456,tt0167707,tt0171024,tt0120936"
tt0062482,FI,I Like Mike,0,2004,"Musical,Short",7.4,22,nm0419525,Miroslav Javurek,"cinematographer,camera_department","tt0237568,tt0189550"
tt0062577,ES,Besos robados,0,2004,"Drama,Musical,Romance",7.2,18,nm0420129,Mike Jefferies,camera_department,"tt0056751,tt0074035,tt0077072,tt0086708"
